case_id,condition,foreground_voxels,background_voxels,foreground_groups,background_sha256,semantic_sha256,construction_policy
coronacases_009,complete_fixed_75,65,53,9,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,db6b3b9b24363878c7e9ef2d065717b6b068ecd25d9f0d7846797137a191d775,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_009,component_fixed_25,65,53,3,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,d4bf236a8bc0d7097746ab1d58d0af92d5162f48fd1aa9ea81a210354e2c39bd,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_009,component_fixed_50,65,53,5,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,4b58a4eccd8555bc041e0d19767a5bfb2dde46f830c6028835bc39ab8ad3f0a0,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_009,component_fixed_75,65,53,7,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,e8d3cef8dc5b4b576761b0f659757655ebac9681932b2c330d72ead45181c601,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_009,component_natural_25,19,53,3,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,b5bc2aca2a28132a2ffff67236229b731ec15c18264c04b77d8e4b78b8c23208,natural_component_omission_unchanged
coronacases_009,component_natural_50,36,53,5,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,f10c8c4b7b529c5f8d1dd8a87b86fa279b7ee1b543abf9b1cc926df8fa9a81da,natural_component_omission_unchanged
coronacases_009,component_natural_75,44,53,7,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,d2e3d8b0e014c058babb83149474ef9a878ea80923a9a074f2599a2f6ccf0c6a,natural_component_omission_unchanged
coronacases_009,pixel_dropout_matched_25,19,53,9,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,64bf480ead04efbede5baf7be4884e7d265e1ae6b1ba707a32391faa6753e0a3,post_transfer_unique_voxel_pixel_equalization
coronacases_009,pixel_dropout_matched_50,36,53,9,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,8561b47c242166add5aad463abed26b74d15d864f02b9def43eab1c088e4a788,post_transfer_unique_voxel_pixel_equalization
coronacases_009,pixel_dropout_matched_75,44,53,9,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,b236a3813247fbd76702b76e3ff510b904cf113a5b87930148da868e861321a6,post_transfer_unique_voxel_pixel_equalization
coronacases_010,complete,59,42,6,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,086963285f24a445504573d459befa8e75e1cf5f086dc757769b692a5cf60c43,unchanged_from_v1_0
coronacases_010,complete_fixed_25,50,42,6,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,0a5413e438c7590e0ef53d90df418f961e60d24c76137803ec2fdbb3f1531c0f,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_010,complete_fixed_50,53,42,6,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,0d799e5ec4d7f19c9b529bd5a3817cea24572332d10f7d990b35e51d9811e932,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_010,complete_fixed_75,59,42,6,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,086963285f24a445504573d459befa8e75e1cf5f086dc757769b692a5cf60c43,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_010,component_fixed_25,50,42,2,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,43bb5a2099c9cb1f9801b268f852ee05cd520a220e6c008eee205f6ee78b7373,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_010,component_fixed_50,53,42,3,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,43f40fe652894a419402932c8f0cab4d2379c73a677defabfc9269a24c48b7f7,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_010,component_fixed_75,59,42,5,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,4b5b82949caa2e5e06604f4fcdad1b55ed12924dc2d27993782803ce7afc50e4,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_010,component_natural_25,20,42,2,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,dbb4ac8523567fd004eea520e9778519ddc83804dfcc43ea2b805d1d80967a4d,natural_component_omission_unchanged
coronacases_010,component_natural_50,27,42,3,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,0e25094b060cfe7a77e10deddc2500ef4c8ec6d9680e646cff0b983636a8c846,natural_component_omission_unchanged
coronacases_010,component_natural_75,54,42,5,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,fabaadf825a633ab7c9499255ff3ca85e2dd7bc128df08574e2a5f22fcb3c5fa,natural_component_omission_unchanged
coronacases_010,pixel_dropout_matched_25,20,42,6,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,87612d20a02153cfcfad22b622c6d2d09531fd20a6d42a0394a6f3ab57960db8,post_transfer_unique_voxel_pixel_equalization
coronacases_010,pixel_dropout_matched_50,27,42,6,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,dccd282da4c98102b5b4f713ecbfcc0c9a70602e31cf4427a7602c6e6ca89ff4,post_transfer_unique_voxel_pixel_equalization
coronacases_010,pixel_dropout_matched_75,54,42,6,5529eb32a914e1abf1e57006658011a7d6deebca78ab1c9169cc8c7dd9246a83,b00334f65b99ce219e027bef28029d4512500cde999028e4887a93fcc98cdade,already_exact_after_transfer_unchanged
radiopaedia_10_85902_1,complete,13,15,2,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,f5315e505d5db6de2515577c0f558d2711c3181933e7756396d1f9cf958038cb,unchanged_from_v1_0
radiopaedia_10_85902_1,complete_fixed_25,12,15,2,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,373008e59e0b1f26f29f042b180d7cc67ebc850d64391948763bfbca731b2b4e,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_10_85902_1,complete_fixed_50,13,15,2,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,f5315e505d5db6de2515577c0f558d2711c3181933e7756396d1f9cf958038cb,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_10_85902_1,complete_fixed_75,13,15,2,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,f5315e505d5db6de2515577c0f558d2711c3181933e7756396d1f9cf958038cb,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_10_85902_1,component_fixed_25,12,15,1,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,869abeb3eaa3f478a8beb754352a95a5643e72f5a4d44b6dae03601bac4c13e9,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_10_85902_1,component_fixed_50,13,15,1,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,84314da1bee800691da31d52d33f1e1bb38f53ffba67295e3d6db9bb6fb042d9,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_10_85902_1,component_fixed_75,13,15,2,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,1337e072e92de3f2226c3a00625641ff9af39a3cb4a9013d2187455f72874601,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_10_85902_1,component_natural_25,12,15,1,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,f8bb9e777424160c0c886dfe3f6a8291565379cf544a51a03e16711270ad0230,natural_component_omission_unchanged
radiopaedia_10_85902_1,component_natural_50,12,15,1,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,f8bb9e777424160c0c886dfe3f6a8291565379cf544a51a03e16711270ad0230,natural_component_omission_unchanged
radiopaedia_10_85902_1,component_natural_75,13,15,2,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,f5315e505d5db6de2515577c0f558d2711c3181933e7756396d1f9cf958038cb,natural_component_omission_unchanged
radiopaedia_10_85902_1,pixel_dropout_matched_25,12,15,2,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,a1d369e39356e0e11bb7fe784145ed8a23b61be7a801e6b61245afcb7f21fa36,post_transfer_unique_voxel_pixel_equalization
radiopaedia_10_85902_1,pixel_dropout_matched_50,12,15,2,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,4f5471ed84a6ca298829a783518bd724abe722e2ddb290a9b407482fa77362a2,post_transfer_unique_voxel_pixel_equalization
radiopaedia_10_85902_1,pixel_dropout_matched_75,13,15,2,f508df8ce10359355b23ff40fd1ff7733cd56c33be33e3b494d0f97fab11c5ac,f5315e505d5db6de2515577c0f558d2711c3181933e7756396d1f9cf958038cb,already_exact_after_transfer_unchanged
radiopaedia_10_85902_3,complete,22,24,2,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,c57d59abddc6b613f00bdd83b1ce16159226e0238a9304d4d6ceca5e73db2419,unchanged_from_v1_0
radiopaedia_10_85902_3,complete_fixed_25,15,24,2,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,53d5f8f0967b45437711e32ffc4e6dcb09e01cbe4521d80142c9f4fa460b27c5,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_10_85902_3,complete_fixed_50,19,24,2,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,a77f09ca88971c6394c6f92e6a89010cfb3fbd2c533c60d74b6c990c98f3c77b,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_10_85902_3,complete_fixed_75,17,24,2,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,0ad8dabcb2c7c62c0ba4b494481f7167c4f81c0a4dab758ab2c89c97843186fe,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_10_85902_3,component_fixed_25,15,24,1,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,36bf8b02c9c3d924617b6fb512d22c2ca6575aea59dd0924d2463a438dfe2a40,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_10_85902_3,component_fixed_50,19,24,1,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,92384c3dbec2608429e8786eee418fe8fa30c92f071f2ed303c40d056c40a89b,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_10_85902_3,component_fixed_75,17,24,2,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,f22109841cae532e19c4487eeaadd0a6c355fcd529a3473079757fa5d7057351,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_10_85902_3,component_natural_25,12,24,1,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,40098b9d135d6319173b3861843c72ae48c33d6c0f06eb0389c88d92c4d1d8a1,natural_component_omission_unchanged
radiopaedia_10_85902_3,component_natural_50,12,24,1,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,40098b9d135d6319173b3861843c72ae48c33d6c0f06eb0389c88d92c4d1d8a1,natural_component_omission_unchanged
radiopaedia_10_85902_3,component_natural_75,22,24,2,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,c57d59abddc6b613f00bdd83b1ce16159226e0238a9304d4d6ceca5e73db2419,natural_component_omission_unchanged
radiopaedia_10_85902_3,pixel_dropout_matched_25,12,24,2,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,a1ee7d9f76db318d9d8151beaf409ee97790b228743f2f0d51d7504d2b153af9,post_transfer_unique_voxel_pixel_equalization
radiopaedia_10_85902_3,pixel_dropout_matched_50,12,24,2,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,2a43974a9bf8036a5e95736cb6b521a089c25292e25094f8cbe4173bfadb3b03,post_transfer_unique_voxel_pixel_equalization
radiopaedia_10_85902_3,pixel_dropout_matched_75,22,24,2,401ece732ba824407b1d4c3557c6a2745570b8e68c7263da8e608499837a3243,c57d59abddc6b613f00bdd83b1ce16159226e0238a9304d4d6ceca5e73db2419,already_exact_after_transfer_unchanged
radiopaedia_14_85914_0,complete,226,207,28,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,a7014531ca54fa62b80c1d63911c430fe2636fd19ec817d1b833d612cdaa0928,unchanged_from_v1_0
radiopaedia_14_85914_0,complete_fixed_25,198,207,28,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,cf08d8bc28c1ca1935d1db1e0edcfea0f52c085af2b6a8ac3e24220eb4e624d3,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_14_85914_0,complete_fixed_50,203,207,28,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,1c344953acb2a11734562b35bb18b28a24a3f3e45166ccd0aff679d96f07adea,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_14_85914_0,complete_fixed_75,224,207,28,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,754bf059ecfd6d599cb97ec12c24086790e94d65d19b3889a3effcc3bab36bcb,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_14_85914_0,component_fixed_25,198,207,7,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,0c8f8a4b5455d40502490a1b2a7b2d09b1ca96529f2007895b18ac5fe5114e69,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_14_85914_0,component_fixed_50,203,207,14,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,34b00502a4cf376d442a705d6f40941b07d723647c06bf2c2cdc7fdbc44e45d4,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_14_85914_0,component_fixed_75,224,207,21,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,d05cc30d3ece7d78ee36074ab92eb69319faf17b4380513718c5a975eb945782,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_14_85914_0,component_natural_25,39,207,7,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,229fabb59fc3a90ff8e03db9ddf7853c43e86691fbbee7dfbf6f5675634a637b,natural_component_omission_unchanged
radiopaedia_14_85914_0,component_natural_50,90,207,14,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,0a1a052a478a4775d90d768269d62011582c6a09b203f7621ff70e43c7181859,natural_component_omission_unchanged
radiopaedia_14_85914_0,component_natural_75,159,207,21,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,0816c3a39ff3aa2e4de798e1019513b8fce219d2aaf07c8f7da495495ff49913,natural_component_omission_unchanged
radiopaedia_14_85914_0,pixel_dropout_matched_25,39,207,28,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,a068de16ef90f01fd3f52dbfc3f770169ba298b0e796c09d368ca1d9cfb5bac1,post_transfer_unique_voxel_pixel_equalization
radiopaedia_14_85914_0,pixel_dropout_matched_50,90,207,28,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,014746d4f9079c6bd2b0c96ff446c1409e0b843361860589aed2a209683e7679,post_transfer_unique_voxel_pixel_equalization
radiopaedia_14_85914_0,pixel_dropout_matched_75,159,207,28,676bd06b89e14a6bc601096b362d9d1a3d1b518c115571d5bd2f81e31d2c9998,a01fb8861a54ea29a9ae4aceeccfe1233511584a6266957be513520cefd10c11,post_transfer_unique_voxel_pixel_equalization
radiopaedia_27_86410_0,complete,139,159,13,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,ef38b1483a30433f8e641eda2fb514f8196662c34ffe753e654ef517795ee78d,unchanged_from_v1_0
radiopaedia_27_86410_0,complete_fixed_25,59,159,13,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,2bccee77b9916bdd04c0e17fc8b7e4b4f76f47c3dbb81604d5f1643f0ebbf934,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_27_86410_0,complete_fixed_50,134,159,13,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,8fb471952293448242a96591ec49bf7c0c712875e9824063935c18bd3c04c983,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_27_86410_0,complete_fixed_75,130,159,13,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,00370bc14d7098420c9fd3b53cf907de38772156570395c743e37a5ffb3e6506,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_27_86410_0,component_fixed_25,59,159,4,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,e8eaff3b8c55b7684c854db82e23d129280529aa2cf08f327b186c0f2a1246c4,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_27_86410_0,component_fixed_50,134,159,7,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,b4bc9e2a3858a4e95ee8f470405cf275b10c5a6cd841a42fe9128900b509552c,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_27_86410_0,component_fixed_75,130,159,10,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,4c7a01c7a9c0feca60d326399ba31d751768c6355bd15a5d570dcea52c2f24a8,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_27_86410_0,component_natural_25,33,159,4,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,58698b8ac910722945c90dd991376a6f3b1515679d01b8bb33dd1f7c6fa67368,natural_component_omission_unchanged
radiopaedia_27_86410_0,component_natural_50,72,159,7,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,57f2c5e010a87464e4ce017c2f19527f6a7c2e970a7cb8a6e9a3d2fdc6922e3c,natural_component_omission_unchanged
radiopaedia_27_86410_0,component_natural_75,102,159,10,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,20baaa21829a6b744bfdb3ac28c48d7d54bb873769e034c2f603fd6b82ff6c9f,natural_component_omission_unchanged
radiopaedia_27_86410_0,pixel_dropout_matched_25,33,159,13,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,7979b5389a5b532895a2c0cf45eea8e9fe3c2f02a0eea7055f21cd8a4012c902,post_transfer_unique_voxel_pixel_equalization
radiopaedia_27_86410_0,pixel_dropout_matched_50,72,159,13,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,725fe9db316d909bb5c425f952cb8d9e2674be90e38397aa0a4219e230b0f95f,post_transfer_unique_voxel_pixel_equalization
radiopaedia_27_86410_0,pixel_dropout_matched_75,102,159,13,c43ce770b815fa8c670c75b1dd9da785b23404f8c6deaefa11bf79cae8fdc6b6,2d6a710f930a60409a01102dbb8cdaf79dfe535729bdfc9e44955fda694161dc,post_transfer_unique_voxel_pixel_equalization
radiopaedia_29_86490_1,complete,4,3,2,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,2a5f3ece52b17448f34765f173f5c48ca3c0528728881bf7974934f3167c66ae,unchanged_from_v1_0
radiopaedia_29_86490_1,complete_fixed_25,2,3,2,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,b833522cec8ba4c3e91ee959b36c4dc10a7d3a820a52dd6c4329bd8fca12b704,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_29_86490_1,complete_fixed_50,2,3,2,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,776ac5560442cc1f680ee10e44be2cf8d723c96a1e86b6400807873aa5631959,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_29_86490_1,complete_fixed_75,4,3,2,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,2a5f3ece52b17448f34765f173f5c48ca3c0528728881bf7974934f3167c66ae,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_29_86490_1,component_fixed_25,2,3,1,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,04af2fa8cfd09ba7cf8b1d837ec33323ff0bdc469d46ebfdaa37b1817e3fda1d,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_29_86490_1,component_fixed_50,2,3,1,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,04af2fa8cfd09ba7cf8b1d837ec33323ff0bdc469d46ebfdaa37b1817e3fda1d,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_29_86490_1,component_fixed_75,4,3,2,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,2a5f3ece52b17448f34765f173f5c48ca3c0528728881bf7974934f3167c66ae,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_29_86490_1,component_natural_25,2,3,1,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,04af2fa8cfd09ba7cf8b1d837ec33323ff0bdc469d46ebfdaa37b1817e3fda1d,natural_component_omission_unchanged
radiopaedia_29_86490_1,component_natural_50,2,3,1,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,04af2fa8cfd09ba7cf8b1d837ec33323ff0bdc469d46ebfdaa37b1817e3fda1d,natural_component_omission_unchanged
radiopaedia_29_86490_1,component_natural_75,4,3,2,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,2a5f3ece52b17448f34765f173f5c48ca3c0528728881bf7974934f3167c66ae,natural_component_omission_unchanged
radiopaedia_29_86490_1,pixel_dropout_matched_25,2,3,2,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,f75215358a70b66b9a1c571656554f0498edca5b056f3f693f2075137aaa9b2f,already_exact_after_transfer_unchanged
radiopaedia_29_86490_1,pixel_dropout_matched_50,2,3,2,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,776ac5560442cc1f680ee10e44be2cf8d723c96a1e86b6400807873aa5631959,already_exact_after_transfer_unchanged
radiopaedia_29_86490_1,pixel_dropout_matched_75,4,3,2,c42c03a0eb6e378d50f37237499bf965d6b881d55b1620e425fc891ad765783a,2a5f3ece52b17448f34765f173f5c48ca3c0528728881bf7974934f3167c66ae,already_exact_after_transfer_unchanged
radiopaedia_29_86491_1,complete,28,30,3,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,0d99cf684cfb724896e0704414ec1659e560d589d0fdba9b41e962e1e5a0390f,unchanged_from_v1_0
radiopaedia_29_86491_1,complete_fixed_25,14,30,3,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,0995421667bced0787df9d527792d09075ab1175dc0bd8e538d8d8a294998003,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_29_86491_1,complete_fixed_50,16,30,3,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,365357c41ba7e73e8b632af232a7a17e07d778e764921b6df5c37ecf80cc56e0,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_29_86491_1,complete_fixed_75,28,30,3,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,0d99cf684cfb724896e0704414ec1659e560d589d0fdba9b41e962e1e5a0390f,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_29_86491_1,component_fixed_25,14,30,1,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,347604cdb80c84b93a78bf00e507043edb015c9718583a587b9268eda18a3c1c,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_29_86491_1,component_fixed_50,16,30,2,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,c626f349f2fa77ba1c1037a06eaf8d2801644befd251594aee267eef375681f1,fixed_pair_side_already_at_shared_training_grid_target_unchanged
radiopaedia_29_86491_1,component_fixed_75,28,30,3,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,105713843af2a6b35262a1ba0a9ecba3c271723fe58eb5484dd5ad2141325012,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_29_86491_1,component_natural_25,14,30,1,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,347604cdb80c84b93a78bf00e507043edb015c9718583a587b9268eda18a3c1c,natural_component_omission_unchanged
radiopaedia_29_86491_1,component_natural_50,16,30,2,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,c626f349f2fa77ba1c1037a06eaf8d2801644befd251594aee267eef375681f1,natural_component_omission_unchanged
radiopaedia_29_86491_1,component_natural_75,28,30,3,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,0d99cf684cfb724896e0704414ec1659e560d589d0fdba9b41e962e1e5a0390f,natural_component_omission_unchanged
radiopaedia_29_86491_1,pixel_dropout_matched_25,14,30,3,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,7d5be6c8c64cf4d070868f9a4a6a885e2c2d4a34248acd7dedbfcdf0b7bc72c1,post_transfer_unique_voxel_pixel_equalization
radiopaedia_29_86491_1,pixel_dropout_matched_50,16,30,3,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,bec53360f6dc2d86fcce18967a42c14e6ca7efdfa2bc1dc6acc9ee1cd6252020,post_transfer_unique_voxel_pixel_equalization
radiopaedia_29_86491_1,pixel_dropout_matched_75,28,30,3,f60b55b820c250df063fb1ea2a863aecc4430d25f34f146357828e2a48e0dccd,0d99cf684cfb724896e0704414ec1659e560d589d0fdba9b41e962e1e5a0390f,already_exact_after_transfer_unchanged
radiopaedia_36_86526_0,complete,331,386,33,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,13d48d229d03c75c54094f941f6eb7098c84b222f6fc023bf1c457603226dc66,unchanged_from_v1_0
radiopaedia_36_86526_0,complete_fixed_25,117,386,33,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,6910f772e0ac8c1b2d2f16f17762687de3a03512b1b2b3892224d91a1f2d7ea7,post_transfer_fixed_pair_unique_voxel_thinning
radiopaedia_36_86526_0,complete_fixed_50,240,386,33,7d8fa68df599b0a0b8fa00120ca84fb0ba8a1d53c6f39157badf1f4886a0ff2e,cbf77a5f028910a6760ff074d32c1f38f50513e3303aba9d0783c7a8598e0db8,post_transfer_fixed_pair_unique_voxel_thinning
